      2012.00000      2012.00000       284.06133       208.24765        86.57360
      2019.00000      2019.00000         1.17301       350.98551       264.25807
      2021.00000      2021.00000        78.59023       328.08549       254.67133
      2032.00000      2032.00000       302.64622       342.12281       264.90465
      2036.00000      2036.00000       102.53340       265.07377        81.99091
      2041.00000      2041.00000         0.90105       318.58756       265.19330
      2048.00000      2048.00000         9.63801       325.43819       249.50348
      2095.00000      2095.00000       175.80526       209.58640        63.46858
      2145.00000      2145.00000       286.14059       339.42905       241.09587
      2150.00000      2150.00000       275.94021       320.81521       254.13602
      4237.00000      4237.00000       213.30019       197.60598        69.35142
      4298.00000      4298.00000        33.36404       327.93135       245.79614
      4307.00000      4307.00000       121.79150       209.80472        84.76447
      4359.00000      4359.00000       193.13169       199.12263        64.98223
      4392.00000      4392.00000       300.29031       324.47676       251.26954
      4412.00000      4412.00000       265.95184       200.69903        75.57879
      4449.00000      4449.00000       320.99533       345.14509       250.81841
      4475.00000      4475.00000       332.87080       186.01305        69.57009
      4479.00000      4479.00000       266.50872       308.95993       240.22988
      4482.00000      4482.00000        58.44202       328.59489       264.55688
      4484.00000      4484.00000       218.61600       325.01146       254.13867
      4485.00000      4485.00000        64.61009       213.51336        77.78836
      4494.00000      4494.00000        24.98805       189.36937        73.17108
      4503.00000      4503.00000       163.43573       202.46044        69.39117
      4510.00000      4510.00000        76.33580       226.27552        63.05108
      4515.00000      4515.00000        85.10371       325.86334       263.19572
      4548.00000      4548.00000        26.82753       199.59359        68.53531
      4553.00000      4553.00000       276.39576       207.40479        69.05960
      4601.00000      4601.00000       142.42141       224.77912        80.41125
      4618.00000      4618.00000       158.91959       326.34718       252.99794
      4630.00000      4630.00000       354.73159       206.02024        61.99923
      4635.00000      4635.00000       103.08785       185.19786        87.89858
      4645.00000      4645.00000       295.59508       266.59367        63.44451
      4646.00000      4646.00000       298.00006       337.62268       255.79183
      4650.00000      4650.00000       121.28378       348.35930       256.90716
      4651.00000      4651.00000       119.22633       201.68278        60.96451
      4656.00000      4656.00000       158.76604       348.56133       261.35934
      4669.00000      4669.00000       172.71216       330.58548       242.44163
      4677.00000      4677.00000       307.44034       327.76729       245.34898
      4682.00000      4682.00000       143.87617       207.87214        78.79193
      4685.00000      4685.00000       104.60667       274.15598       240.09702
      4698.00000      4698.00000         2.42068       352.97826       260.43133
      4705.00000      4705.00000       302.56137       304.91270       265.69517
      4709.00000      4709.00000       157.22300       291.97791       250.70480
      4731.00000      4731.00000       314.14595       205.85762        64.89544
      4732.00000      4732.00000       151.62703       261.95105        86.10257
      4744.00000      4744.00000       127.65316       329.62266       240.98524
      4745.00000      4745.00000       187.13975       224.51381        71.93203
      4757.00000      4757.00000       304.30193       338.84032       250.44116
      4766.00000      4766.00000       114.15633       333.73076       256.10292
      4768.00000      4768.00000        20.20282       197.17561        71.18779
      4770.00000      4770.00000       212.12505       345.44851       266.19025
      4776.00000      4776.00000       193.13317       345.67548       246.87519
      4777.00000      4777.00000       322.10785       225.72247        75.22054
      4800.00000      4800.00000       350.85201       337.78410       269.71107
      4801.00000      4801.00000        31.45591       189.95279        72.98229
      4810.00000      4810.00000       359.31802       333.86984       262.62718
      4811.00000      4811.00000        54.35943       305.34371       247.22442
      4821.00000      4821.00000       322.40822       288.62202       248.25537
      4823.00000      4823.00000       273.10376       310.86681       252.31564
      4852.00000      4852.00000       124.83449       200.90090        74.83709
      4859.00000      4859.00000       293.47935       213.88081        71.75876
      4879.00000      4879.00000       159.10328       203.57128        78.86166
      4886.00000      4886.00000       177.96274       215.12146        70.17945
      4897.00000      4897.00000       320.33985       214.21794        68.70219
      4904.00000      4904.00000       134.45632       212.78708        73.21782
      4931.00000      4931.00000       258.86666       309.91215       249.85311
      4960.00000      4960.00000        10.00617       225.12535        81.41853
      4962.00000      4962.00000       258.91434       341.59221       242.97200
      5010.00000      5010.00000       317.45908       195.31793        61.21331
