       993.00000       993.00000        96.98955       219.32677        85.24079
      1144.00000      1144.00000       328.14382       316.18646       265.56081
      1149.00000      1149.00000        47.89826       345.33969       263.76886
      1152.00000      1152.00000       354.11622       321.70014       242.78690
      1209.00000      1209.00000       318.49375       345.45738       245.38991
      1211.00000      1211.00000       240.95837       341.16978       269.46234
      1221.00000      1221.00000       211.67670       249.37571        79.31551
      1229.00000      1229.00000       342.38351       335.22117       260.41503
      1279.00000      1279.00000       153.10490       328.30638       255.20108
      1283.00000      1283.00000        97.19284       259.21384        86.70557
      1315.00000      1315.00000       321.64497       297.03874       262.88241
      1323.00000      1323.00000       121.48085       200.48978        78.37711
      1329.00000      1329.00000       117.65691       207.95569        83.53310
      1337.00000      1337.00000       205.61333       315.01348       242.95579
      1354.00000      1354.00000       105.64707       225.06053        78.39793
      1356.00000      1356.00000       234.69658       202.29839        84.00147
      1358.00000      1358.00000       220.30200       331.55356       241.38119
      1377.00000      1377.00000       302.80694       316.55565       258.41399
      1383.00000      1383.00000       287.09304       201.38613        61.36983
      1391.00000      1391.00000       236.41944       245.51678        66.97208
      1407.00000      1407.00000       269.70741       277.03792       266.24575
      1412.00000      1412.00000       182.23196       235.48710        73.71298
      1416.00000      1416.00000       192.23617       226.03090        66.18220
      1434.00000      1434.00000        39.19628       197.56238        65.47784
      1436.00000      1436.00000       161.85599       215.87619        64.82058
      1438.00000      1438.00000       259.11123       284.80433       269.41677
      1449.00000      1449.00000       104.04756       227.09643        79.68182
      1463.00000      1463.00000        96.11174       287.29129       250.22666
      1465.00000      1465.00000        64.23105       342.69322       255.71383
      1481.00000      1481.00000       130.56299       214.51904        80.61347
      1489.00000      1489.00000       125.30001       226.07660        78.62390
      1501.00000      1501.00000       145.37491       328.84582       266.32760
      1502.00000      1502.00000       253.70135       222.55004        62.74553
      1530.00000      1530.00000        43.29020       251.22611        68.73556
      1542.00000      1542.00000       184.72812       186.38391        89.49774
      1549.00000      1549.00000       254.09950       205.34225        76.47628
      1558.00000      1558.00000       297.89146       329.18221       246.21510
      1561.00000      1561.00000        61.24205       208.46396        80.27227
      1562.00000      1562.00000       149.14962       207.55245        87.73686
      1598.00000      1598.00000        15.73836       215.90890        63.24681
      1606.00000      1606.00000       161.18690       201.00116        83.98671
      1614.00000      1614.00000       156.89550       207.73569        60.89226
      1617.00000      1617.00000       190.01512       306.60653       259.67314
      1623.00000      1623.00000        21.33323       353.79537       257.29936
      1624.00000      1624.00000        91.99548       343.12330       255.60483
      1626.00000      1626.00000        32.06741       263.92971        81.98711
      1631.00000      1631.00000        44.04094       190.64131        70.88403
      1654.00000      1654.00000       198.42884       201.09955        62.49049
      1656.00000      1656.00000       120.07189       201.45015        72.64115
      1659.00000      1659.00000       350.37186       336.67498       263.42421
      1660.00000      1660.00000       295.33187       244.23903        87.32634
      1669.00000      1669.00000       316.61755       342.44053       258.89512
      1671.00000      1671.00000        80.31206       257.61702        80.88629
      1688.00000      1688.00000         1.16927       353.41541       264.29505
      1696.00000      1696.00000        84.38414       265.85784        80.71798
      1713.00000      1713.00000       270.19808       265.23226        73.41463
      1727.00000      1727.00000       198.28373       327.88313       248.00811
      1741.00000      1741.00000       320.42891       252.59913        74.56903
      1749.00000      1749.00000        70.94041       309.77434       257.17858
      1754.00000      1754.00000       103.28926       249.71710        67.33887
      1759.00000      1759.00000        66.81472       309.00947       265.97786
      1781.00000      1781.00000       346.43070       358.92201       249.87380
      1789.00000      1789.00000       132.30015       326.61179       248.89023
      1795.00000      1795.00000       306.95016       338.92740       250.95927
      1798.00000      1798.00000       266.45354       184.27740        77.67164
      1802.00000      1802.00000       219.38929       190.36650        80.57843
      1808.00000      1808.00000       271.05051       349.31918       249.77064
      1816.00000      1816.00000         9.24096       225.65621        63.10124
      1837.00000      1837.00000       295.95963       324.04615       254.41909
      1852.00000      1852.00000       275.15702       332.40347       245.20569
      1865.00000      1865.00000       256.77028       299.52205       261.54147
      1867.00000      1867.00000       282.45345       209.93750        85.71502
      1873.00000      1873.00000       148.40750       234.70014        85.70824
      1877.00000      1877.00000       150.94156       335.85475       241.19748
      1880.00000      1880.00000        37.08677       308.82887       258.88186
      1894.00000      1894.00000       251.72328       282.64918       246.20037
      1895.00000      1895.00000        99.66482       329.07456       252.96331
      1900.00000      1900.00000       279.63733       182.69762        79.01400
      1901.00000      1901.00000       133.00312       245.19230        70.53436
      1903.00000      1903.00000       158.05446       196.90010        80.60650
      1914.00000      1914.00000       179.44625       330.41082       257.43497
      1916.00000      1916.00000       172.62886       194.41960        78.93290
      1917.00000      1917.00000        81.02938       253.95324        64.34851
      1922.00000      1922.00000       358.17769       208.93113        84.13293
      1961.00000      1961.00000       227.12192       206.60497        76.83855
