       993.00000         4.00000
      1144.00000        53.00000
      1149.00000         3.00000
      1152.00000        14.00000
      1209.00000       412.00000
      1211.00000        35.00000
      1221.00000      1095.00000
      1229.00000        29.00000
      1279.00000       225.00000
      1283.00000       232.00000
      1315.00000      1487.00000
      1323.00000       819.00000
      1329.00000      1477.00000
      1337.00000        65.00000
      1354.00000       473.00000
      1356.00000        15.00000
      1358.00000       906.00000
      1377.00000      1057.00000
      1383.00000        21.00000
      1391.00000       821.00000
      1407.00000      1363.00000
      1412.00000       154.00000
      1416.00000       112.00000
      1434.00000       769.00000
      1436.00000        18.00000
      1438.00000         2.00000
      1449.00000       824.00000
      1463.00000       366.00000
      1465.00000        39.00000
      1481.00000      1419.00000
      1489.00000        12.00000
      1501.00000       967.00000
      1502.00000      1269.00000
      1530.00000       813.00000
      1542.00000       501.00000
      1549.00000      1385.00000
      1558.00000      1318.00000
      1561.00000       906.00000
      1562.00000       968.00000
      1598.00000       170.00000
      1606.00000         5.00000
      1614.00000       510.00000
      1617.00000      1095.00000
      1623.00000       462.00000
      1624.00000       282.00000
      1626.00000       125.00000
      1631.00000       866.00000
      1654.00000       185.00000
      1656.00000       360.00000
      1659.00000      1298.00000
      1660.00000       963.00000
      1669.00000         5.00000
      1671.00000       319.00000
      1688.00000       228.00000
      1696.00000      1153.00000
      1713.00000       987.00000
      1727.00000       503.00000
      1741.00000       977.00000
      1749.00000       158.00000
      1754.00000       504.00000
      1759.00000       276.00000
      1781.00000       270.00000
      1789.00000       406.00000
      1795.00000       261.00000
      1798.00000      1109.00000
      1802.00000        38.00000
      1808.00000       444.00000
      1816.00000      1162.00000
      1837.00000      1189.00000
      1852.00000       184.00000
      1865.00000       378.00000
      1867.00000       679.00000
      1873.00000      1125.00000
      1877.00000       848.00000
      1880.00000        13.00000
      1894.00000       688.00000
      1895.00000       850.00000
      1900.00000       336.00000
      1901.00000        48.00000
      1903.00000        34.00000
      1914.00000        67.00000
      1916.00000       837.00000
      1917.00000       584.00000
      1922.00000        38.00000
      1961.00000       978.00000
      2012.00000         6.00000
      2019.00000       154.00000
      2021.00000        88.00000
      2032.00000       352.00000
      2036.00000         8.00000
      2041.00000       782.00000
      2048.00000         1.00000
      2095.00000        49.00000
      2145.00000        16.00000
      2150.00000         3.00000
      4237.00000         1.00000
      4298.00000         1.00000
      4307.00000         1.00000
      4359.00000         3.00000
      4392.00000        16.00000
      4412.00000       194.00000
      4449.00000         5.00000
      4475.00000       596.00000
      4479.00000       836.00000
      4482.00000       164.00000
      4484.00000      1120.00000
      4485.00000      1294.00000
      4494.00000       581.00000
      4503.00000         6.00000
      4510.00000      1096.00000
      4515.00000       475.00000
      4548.00000       197.00000
      4553.00000       396.00000
      4601.00000       117.00000
      4618.00000       624.00000
      4630.00000        23.00000
      4635.00000       630.00000
      4645.00000       629.00000
      4646.00000       468.00000
      4650.00000       457.00000
      4651.00000        60.00000
      4656.00000       789.00000
      4669.00000        54.00000
      4677.00000       295.00000
      4682.00000       354.00000
      4685.00000         1.00000
      4698.00000       392.00000
      4705.00000      1151.00000
      4709.00000       916.00000
      4731.00000       303.00000
      4732.00000         8.00000
      4744.00000        78.00000
      4745.00000       371.00000
      4757.00000       395.00000
      4766.00000       337.00000
      4768.00000       724.00000
      4770.00000       454.00000
      4776.00000        14.00000
      4777.00000      1218.00000
      4800.00000       101.00000
      4801.00000       390.00000
      4810.00000       469.00000
      4811.00000        32.00000
      4821.00000      1070.00000
      4823.00000       393.00000
      4852.00000       197.00000
      4859.00000        17.00000
      4879.00000        36.00000
      4886.00000        90.00000
      4897.00000        59.00000
      4904.00000       152.00000
      4931.00000         3.00000
      4960.00000       150.00000
      4962.00000        11.00000
      5010.00000         3.00000
